trial,test,frontEndOnly_rew,frontEndOnly_potent,frontEndOnly_percDead,distrOnly_rew,distrOnly_potent,distrOnly_percDead,twoStep_rew,twoStep_potent,twoStep_percDead,dist_hybrid_rew,dist_hybrid_rew,dist_hybrid_rew,full_hybrid_rew,full_hybrid_rew,full_hybrid_rew
0,0,0.8130841121495327,0.8130841121495327,0.0,0.7322834645669292,0.7322834645669292,0.0,0.7006802721088435,0.7006802721088435,0.0,0,0,0,0.7009345794392523,0.7009345794392523,0.0
1,0,0.7841726618705036,0.7841726618705036,0.0,0.7674418604651163,0.7906976744186046,0.16666666666666666,0.875968992248062,0.875968992248062,0.0,0,0,0,0.7046979865771812,0.7046979865771812,0.0
2,0,0.7850467289719626,0.8785046728971962,0.3333333333333333,0.7165354330708661,0.7165354330708661,0.0,0.6837606837606838,0.6837606837606838,0.0,0,0,0,0.7874015748031497,0.7874015748031497,0.0
3,0,0.8053097345132744,0.8761061946902655,0.16666666666666666,0.7184466019417476,0.7184466019417476,0.0,0.6470588235294118,0.6470588235294118,0.0,0,0,0,0.6503496503496503,0.6503496503496503,0.0
4,0,0.898989898989899,0.898989898989899,0.0,0.7171717171717171,0.7777777777777778,0.16666666666666666,0.7364341085271318,0.7364341085271318,0.0,0,0,0,0.48322147651006714,0.48322147651006714,0.0
5,0,0.7461538461538462,0.9,0.5,0.6642857142857143,0.6642857142857143,0.0,0.76,0.76,0.0,0,0,0,0.823076923076923,0.823076923076923,0.0
6,0,0.7,0.8076923076923077,0.3333333333333333,0.6357142857142857,0.6357142857142857,0.0,0.6,0.6,0.0,0,0,0,0.6571428571428571,0.6571428571428571,0.0
7,0,0.6666666666666666,0.7619047619047619,0.16666666666666666,0.5775862068965517,0.5775862068965517,0.0,0.9056603773584906,0.9056603773584906,0.0,0,0,0,0.9137931034482759,0.9137931034482759,0.0
8,0,0.6888888888888889,0.7777777777777778,0.16666666666666666,0.6777777777777778,0.6777777777777778,0.0,0.7111111111111111,0.7111111111111111,0.16666666666666666,0,0,0,0.6777777777777778,0.6777777777777778,0.0
9,0,0.47115384615384615,0.47115384615384615,0.0,0.5480769230769231,0.5480769230769231,0.0,0.3055555555555556,0.3055555555555556,0.0,0,0,0,0.4596774193548387,0.4596774193548387,0.0
10,0,0.5683453237410072,0.5683453237410072,0.0,0.5035971223021583,0.5035971223021583,0.0,0.5378151260504201,0.5378151260504201,0.0,0,0,0,0.5714285714285714,0.5714285714285714,0.0
11,0,0.544,0.664,0.3333333333333333,0.608,0.608,0.0,0.5368421052631579,0.5368421052631579,0.0,0,0,0,0.5448275862068965,0.5448275862068965,0.0
12,0,0.5918367346938775,0.5918367346938775,0.0,0.7777777777777778,0.905982905982906,0.3333333333333333,0.7350427350427351,0.7350427350427351,0.0,0,0,0,0.8411214953271028,0.8411214953271028,0.0
13,0,0.5478260869565217,0.7739130434782608,0.5,0.4827586206896552,0.4827586206896552,0.0,0.4666666666666667,0.503030303030303,0.16666666666666666,0,0,0,0.5185185185185185,0.5185185185185185,0.0
14,0,0.6475409836065574,0.7704918032786885,0.3333333333333333,0.5352112676056338,0.5352112676056338,0.16666666666666666,0.5985915492957746,0.5985915492957746,0.0,0,0,0,0.6901408450704225,0.6901408450704225,0.0
15,0,0.7872340425531915,0.7872340425531915,0.0,0.6528925619834711,0.6528925619834711,0.0,0.7730496453900709,0.7730496453900709,0.0,0,0,0,0.9669421487603306,0.9669421487603306,0.0
