trial,test,frontEndOnly_rew,frontEndOnly_potent,frontEndOnly_percDead,distrOnly_rew,distrOnly_potent,distrOnly_percDead,twoStep_rew,twoStep_potent,twoStep_percDead,full_hybrid_rew,full_hybrid_potent,full_hybrid_percDead
0,0,0.247191011235955,0.247191011235955,0,0.371621621621622,0.398648648648649,0.166666666666667,0.280898876404494,0.280898876404494,0,0.527027027027027,0.527027027027027,0
1,0,0.508196721311475,0.508196721311475,0,0.403041825095057,0.403041825095057,0,0.482213438735178,0.482213438735178,0,0.538860103626943,0.569948186528497,0.166666666666667
2,0,0.622641509433962,0.622641509433962,0,0.669064748201439,0.669064748201439,0,0.735449735449736,0.735449735449736,0,0.70391061452514,0.70391061452514,0
3,0,0.309090909090909,0.4,0.5,0.521052631578947,0.521052631578947,0,0.376190476190476,0.419047619047619,0.166666666666667,0.329166666666667,0.329166666666667,0
4,0,0.396296296296296,0.47037037037037,0.5,0.569230769230769,0.569230769230769,0,0.526086956521739,0.560869565217391,0.166666666666667,0.561904761904762,0.561904761904762,0
5,0,0.423529411764706,0.450980392156863,0.166666666666667,0.554716981132076,0.554716981132076,0,0.68780487804878,0.68780487804878,0,0.68780487804878,0.68780487804878,0
6,0,0.444444444444444,0.444444444444444,0,0.522727272727273,0.568181818181818,0.166666666666667,0.7,0.7,0,0.7125,0.7125,0.166666666666667
7,0,0.381443298969072,0.381443298969072,0,0.639810426540284,0.639810426540284,0,0.62085308056872,0.663507109004739,0.166666666666667,0.597014925373134,0.597014925373134,0
8,0,0.448598130841122,0.448598130841122,0,0.558823529411765,0.558823529411765,0,0.453271028037383,0.453271028037383,0,0.467289719626168,0.467289719626168,0
9,0,0.386075949367089,0.386075949367089,0,0.493243243243243,0.493243243243243,0,0.63302752293578,0.63302752293578,0,0.51685393258427,0.51685393258427,0
10,0,0.489795918367347,0.489795918367347,0,0.640776699029126,0.640776699029126,0,0.61734693877551,0.61734693877551,0,0.621359223300971,0.621359223300971,0
11,0,0.364864864864865,0.454954954954955,0.5,0.425742574257426,0.425742574257426,0,0.386138613861386,0.386138613861386,0,0.435344827586207,0.435344827586207,0
12,0,0.377049180327869,0.415300546448087,0.166666666666667,0.492610837438424,0.492610837438424,0,0.650306748466258,0.650306748466258,0,0.685314685314685,0.685314685314685,0
13,0,0.298701298701299,0.359307359307359,0.333333333333333,0.502923976608187,0.502923976608187,0,0.392670157068063,0.392670157068063,0,0.467836257309942,0.549707602339181,0.166666666666667
14,0,0.44206008583691,0.44206008583691,0.166666666666667,0.662551440329218,0.662551440329218,0,0.591549295774648,0.661971830985916,0.166666666666667,0.686274509803922,0.686274509803922,0.166666666666667
15,0,0.307692307692308,0.307692307692308,0,0.46875,0.46875,0,0.583333333333333,0.583333333333333,0,0.50609756097561,0.50609756097561,0
16,0,0.216535433070866,0.377952755905512,0.5,0.437956204379562,0.437956204379562,0,0.479381443298969,0.479381443298969,0,0.444444444444444,0.444444444444444,0
17,0,0.481132075471698,0.481132075471698,0,0.725274725274725,0.725274725274725,0,0.470588235294118,0.470588235294118,0,0.655660377358491,0.655660377358491,0
18,0,0.45945945945946,0.45945945945946,0,0.541984732824428,0.541984732824428,0,0.599137931034483,0.599137931034483,0,0.613861386138614,0.613861386138614,0
19,0,0.414285714285714,0.476190476190476,0.333333333333333,0.440909090909091,0.440909090909091,0,0.563157894736842,0.563157894736842,0,0.483333333333333,0.65,0.333333333333333
20,0,0.603174603174603,0.603174603174603,0,0.50390625,0.50390625,0,0.537037037037037,0.537037037037037,0,0.489247311827957,0.548387096774194,0.166666666666667
21,0,0.385964912280702,0.385964912280702,0,0.567567567567568,0.567567567567568,0,0.528089887640449,0.528089887640449,0,0.685393258426966,0.685393258426966,0
22,0,0.581395348837209,0.581395348837209,0,0.553488372093023,0.553488372093023,0,0.603921568627451,0.603921568627451,0,0.68780487804878,0.68780487804878,0
23,0,0.516556291390729,0.516556291390729,0,0.402843601895735,0.402843601895735,0,0.459715639810427,0.459715639810427,0,0.537313432835821,0.567164179104478,0.166666666666667
24,0,0.450549450549451,0.450549450549451,0,0.605263157894737,0.625,0.166666666666667,0.574257425742574,0.574257425742574,0,0.676056338028169,0.676056338028169,0
25,0,0.48469387755102,0.571428571428571,0.333333333333333,0.488636363636364,0.488636363636364,0,0.407407407407407,0.407407407407407,0,0.482300884955752,0.482300884955752,0
26,0,0.461883408071749,0.461883408071749,0,0.563786008230453,0.563786008230453,0,0.530864197530864,0.530864197530864,0,0.672131147540984,0.672131147540984,0
27,0,0.375661375661376,0.439153439153439,0.333333333333333,0.432314410480349,0.432314410480349,0,0.618090452261307,0.668341708542714,0.166666666666667,0.384279475982533,0.384279475982533,0
28,0,0.418502202643172,0.427312775330396,0.166666666666667,0.462555066079295,0.462555066079295,0,0.552995391705069,0.552995391705069,0,0.850299401197605,0.850299401197605,0
29,0,0.411347517730496,0.411347517730496,0,0.356020942408377,0.356020942408377,0,0.350993377483444,0.350993377483444,0,0.476439790575916,0.476439790575916,0
