trial,test,frontEndOnly_rew,frontEndOnly_potent,frontEndOnly_percDead,distrOnly_rew,distrOnly_potent,distrOnly_percDead,twoStep_rew,twoStep_potent,twoStep_percDead,hybrid_rew,hybrid_potent,hybrid_percDead
0,0,0.23333333333333334,0.4166666666666667,0.5,0.44166666666666665,0.6333333333333333,0.3333333333333333,0.6083333333333333,0.6083333333333333,0.3333333333333333,0.18333333333333332,0.55,0.8333333333333334
1,0,0.4842105263157895,0.9789473684210527,0.5,0.4631578947368421,0.8,0.5,0.0,0.7684210526315789,1.0,0.4105263157894737,0.8842105263157894,0.8333333333333334
2,0,0.1743119266055046,0.47706422018348627,0.8333333333333334,0.26605504587155965,0.6055045871559633,0.8333333333333334,0.29357798165137616,0.6238532110091743,0.6666666666666666,0.5596330275229358,0.7064220183486238,0.3333333333333333
3,0,0.6346153846153846,0.8461538461538461,0.3333333333333333,0.46153846153846156,0.7980769230769231,0.6666666666666666,0.6153846153846154,0.7307692307692307,0.5,0.34615384615384615,0.6153846153846154,0.8333333333333334
4,0,0.3125,0.40625,0.8333333333333334,0.375,0.6354166666666666,0.8333333333333334,0.041666666666666664,0.5104166666666666,0.8333333333333334,0.5729166666666666,0.6770833333333334,0.5
5,0,0.20930232558139536,0.45348837209302323,0.8333333333333334,0.29069767441860467,0.5116279069767442,0.6666666666666666,0.1744186046511628,0.7209302325581395,0.8333333333333334,0.5465116279069767,0.6162790697674418,0.5
6,0,0.7642276422764228,0.8861788617886179,0.5,0.5853658536585366,0.8292682926829268,0.6666666666666666,0.42276422764227645,0.8292682926829268,0.6666666666666666,0.42276422764227645,0.7317073170731707,0.6666666666666666
7,0,0.23529411764705882,0.8470588235294118,0.8333333333333334,0.3411764705882353,0.49411764705882355,0.6666666666666666,0.611764705882353,0.8235294117647058,0.5,0.6588235294117647,0.7411764705882353,0.6666666666666666
8,0,0.2159090909090909,0.7727272727272727,0.6666666666666666,0.36363636363636365,0.6477272727272727,0.6666666666666666,0.7272727272727273,0.9545454545454546,0.3333333333333333,0.7272727272727273,0.8636363636363636,0.5
9,0,0.5849056603773585,0.9528301886792453,0.5,0.49056603773584906,0.5566037735849056,0.6666666666666666,0.33962264150943394,0.5188679245283019,0.6666666666666666,0.33962264150943394,0.6037735849056604,0.8333333333333334
