trial,test,frontEndOnly_rew,frontEndOnly_potent,frontEndOnly_percDead,distrOnly_rew,distrOnly_potent,distrOnly_percDead,twoStep_rew,twoStep_potent,twoStep_percDead,full_hybrid_rew,full_hybrid_potent,full_hybrid_percDead
0,0,0.564625850340136,0.741496598639456,0.5,0.517006802721089,0.591836734693878,0.666666666666667,0.489795918367347,0.897959183673469,0.666666666666667,0.714285714285714,0.802721088435374,0.5
1,0,0.228915662650602,0.457831325301205,0.833333333333333,0.5,0.518072289156627,0.666666666666667,0.512048192771084,0.530120481927711,0.5,0.379518072289157,0.379518072289157,0.5
2,0,0.773255813953488,0.912790697674419,0.333333333333333,0.784883720930233,0.784883720930233,0.166666666666667,0.604651162790698,0.75,0.666666666666667,0.401162790697674,0.616279069767442,0.833333333333333
3,0,0.299319727891156,0.741496598639456,0.666666666666667,0.45578231292517,0.54421768707483,0.333333333333333,0.326530612244898,0.598639455782313,0.666666666666667,0.680272108843537,0.700680272108844,0.333333333333333
4,0,0.335403726708075,0.795031055900621,0.666666666666667,0.273291925465839,0.701863354037267,0.833333333333333,0.291925465838509,0.571428571428571,0.833333333333333,0.149068322981366,0.627329192546584,0.833333333333333
5,0,0.485714285714286,0.642857142857143,0.5,0,0.364285714285714,1,0.314285714285714,0.485714285714286,0.5,0.264285714285714,0.385714285714286,0.833333333333333
6,0,0.325153374233129,0.49079754601227,0.666666666666667,0.282208588957055,0.50920245398773,0.833333333333333,0.619631901840491,0.619631901840491,0.5,0.766871165644172,0.797546012269939,0.333333333333333
7,0,0.0777777777777778,0.65,0.833333333333333,0.505555555555556,0.505555555555556,0.333333333333333,0.266666666666667,0.894444444444445,0.666666666666667,0.644444444444445,0.994444444444445,0.333333333333333
8,0,0.847058823529412,1,0.166666666666667,0.376470588235294,0.535294117647059,0.666666666666667,0.676470588235294,0.770588235294118,0.166666666666667,0.347058823529412,0.611764705882353,0.5
9,0,0.607843137254902,0.823529411764706,0.5,0.555555555555556,0.57516339869281,0.166666666666667,0.61437908496732,0.686274509803922,0.333333333333333,0.61437908496732,0.666666666666667,0.166666666666667
10,0,0.840277777777778,1,0.333333333333333,0.319444444444444,0.472222222222222,0.666666666666667,0.694444444444444,0.847222222222222,0.5,0.736111111111111,0.763888888888889,0.5
11,0,0.283464566929134,0.52755905511811,0.666666666666667,0.299212598425197,0.433070866141732,0.5,0.385826771653543,0.385826771653543,0.333333333333333,0.503937007874016,0.511811023622047,0.5
12,0,0.262411347517731,0.730496453900709,0.666666666666667,0.50354609929078,0.560283687943262,0.5,0.425531914893617,0.687943262411348,0.666666666666667,0.439716312056738,0.51063829787234,0.666666666666667
13,0,0.213414634146341,0.780487804878049,0.666666666666667,0.451219512195122,0.536585365853659,0.666666666666667,0.853658536585366,0.871951219512195,0.166666666666667,0.725609756097561,0.926829268292683,0.333333333333333
14,0,0.490196078431373,0.490196078431373,0.5,0.30718954248366,0.542483660130719,0.666666666666667,0.588235294117647,0.875816993464052,0.5,0.705882352941177,0.751633986928105,0.5
15,0,0.702290076335878,0.740458015267176,0.5,0.305343511450382,0.49618320610687,0.666666666666667,0.801526717557252,0.801526717557252,0.166666666666667,0.427480916030534,0.679389312977099,0.5
16,0,0.389705882352941,0.544117647058824,0.666666666666667,0.492647058823529,0.566176470588235,0.5,0.801470588235294,0.867647058823529,0.166666666666667,0.669117647058824,0.720588235294118,0.5
17,0,0.410596026490066,0.960264900662252,0.666666666666667,0.463576158940397,0.543046357615894,0.333333333333333,0.357615894039735,0.490066225165563,0.5,0.403973509933775,0.834437086092715,0.666666666666667
18,0,0.407692307692308,0.823076923076923,0.666666666666667,0.653846153846154,0.692307692307692,0.166666666666667,0.661538461538462,0.807692307692308,0.5,0.423076923076923,0.715384615384615,0.666666666666667
19,0,0.538461538461538,0.892307692307692,0.333333333333333,0.461538461538462,0.669230769230769,0.5,0.476923076923077,0.838461538461539,0.666666666666667,0.769230769230769,0.769230769230769,0.333333333333333
