trial,test,frontEndOnly_rew,frontEndOnly_potent,frontEndOnly_percDead,distrOnly_rew,distrOnly_potent,distrOnly_percDead,twoStep_rew,twoStep_potent,twoStep_percDead,dist_hybrid_rew,dist_hybrid_rew,dist_hybrid_rew,full_hybrid_rew,full_hybrid_rew,full_hybrid_rew
0,0,1.0,1.0,0.0,0.9523809523809523,0.9523809523809523,0.0,1.0,1.0,0.0,0,0,0,0.819047619047619,0.819047619047619,0.0
1,0,0.67,0.83,0.3333333333333333,0.56,0.56,0.0,0.67,0.83,0.3333333333333333,0,0,0,0.62,0.72,0.16666666666666666
2,0,0.6666666666666666,0.9411764705882353,0.5,0.7254901960784313,0.7254901960784313,0.0,0.696078431372549,0.9803921568627451,0.6666666666666666,0,0,0,0.7254901960784313,0.7254901960784313,0.0
3,0,1.0,1.0,0.0,0.6551724137931034,0.6551724137931034,0.0,1.0,1.0,0.0,0,0,0,0.8850574712643678,0.8850574712643678,0.0
4,0,0.7878787878787878,0.9545454545454546,0.5,0.7272727272727273,0.7272727272727273,0.0,0.7878787878787878,0.9166666666666666,0.3333333333333333,0,0,0,0.7878787878787878,0.7878787878787878,0.0
5,0,0.9134615384615384,0.9134615384615384,0.0,0.8365384615384616,0.8365384615384616,0.0,0.7019230769230769,0.9134615384615384,0.16666666666666666,0,0,0,0.7692307692307693,0.8653846153846154,0.16666666666666666
6,0,0.9368421052631579,0.9368421052631579,0.0,0.6526315789473685,0.6526315789473685,0.0,0.9368421052631579,0.9368421052631579,0.0,0,0,0,0.7473684210526316,0.7473684210526316,0.0
7,0,1.0,1.0,0.0,0.8349514563106796,0.8349514563106796,0.0,1.0,1.0,0.0,0,0,0,0.883495145631068,0.883495145631068,0.0
8,0,0.6271186440677966,1.0,0.5,0.7288135593220338,0.7288135593220338,0.0,0.6864406779661016,0.8983050847457628,0.16666666666666666,0,0,0,0.7966101694915254,0.7966101694915254,0.0
9,0,0.723404255319149,0.9574468085106383,0.5,0.7021276595744681,0.7021276595744681,0.0,0.723404255319149,0.9574468085106383,0.5,0,0,0,0.7021276595744681,0.7021276595744681,0.0
10,0,0.664179104477612,0.7761194029850746,0.16666666666666666,0.6567164179104478,0.6567164179104478,0.0,0.7164179104477612,0.7761194029850746,0.16666666666666666,0,0,0,0.6417910447761194,0.6417910447761194,0.0
11,0,0.8441558441558441,0.961038961038961,0.3333333333333333,0.8051948051948052,0.8051948051948052,0.0,0.8441558441558441,0.961038961038961,0.3333333333333333,0,0,0,0.7402597402597403,0.7402597402597403,0.0
12,0,0.7938144329896907,0.9278350515463918,0.3333333333333333,0.7010309278350515,0.7010309278350515,0.0,0.7938144329896907,0.9278350515463918,0.3333333333333333,0,0,0,0.7422680412371134,0.7422680412371134,0.0
13,0,0.8041237113402062,0.9896907216494846,0.5,0.7216494845360825,0.7216494845360825,0.0,0.8041237113402062,0.9896907216494846,0.5,0,0,0,0.8041237113402062,0.8041237113402062,0.0
14,0,0.9326923076923077,0.9326923076923077,0.0,0.7692307692307693,0.7692307692307693,0.0,0.9326923076923077,0.9326923076923077,0.0,0,0,0,0.7980769230769231,0.7980769230769231,0.0
15,0,0.8135593220338984,0.9576271186440678,0.3333333333333333,0.652542372881356,0.6779661016949152,0.16666666666666666,0.8135593220338984,0.9576271186440678,0.3333333333333333,0,0,0,0.8050847457627118,0.8050847457627118,0.0
16,0,0.5853658536585366,0.7723577235772358,0.16666666666666666,0.5528455284552846,0.6260162601626016,0.16666666666666666,0.7723577235772358,0.8292682926829268,0.16666666666666666,0,0,0,0.6341463414634146,0.6829268292682927,0.16666666666666666
17,0,0.6666666666666666,0.8070175438596491,0.3333333333333333,0.6403508771929824,0.6403508771929824,0.0,0.6403508771929824,0.6666666666666666,0.16666666666666666,0,0,0,0.4824561403508772,0.5701754385964912,0.3333333333333333
18,0,1.0,1.0,0.0,0.8632478632478633,0.8632478632478633,0.0,1.0,1.0,0.0,0,0,0,0.8205128205128205,0.8205128205128205,0.0
19,0,0.6105263157894737,0.8631578947368421,0.5,0.5894736842105263,0.5894736842105263,0.0,0.6105263157894737,0.8631578947368421,0.5,0,0,0,0.5473684210526316,0.5473684210526316,0.0
20,0,0.7339449541284404,0.9174311926605505,0.5,0.6605504587155964,0.6605504587155964,0.0,0.7339449541284404,0.7339449541284404,0.0,0,0,0,0.5871559633027523,0.6238532110091743,0.16666666666666666
21,0,0.8068181818181818,0.8068181818181818,0.0,0.75,0.75,0.0,0.8068181818181818,0.8068181818181818,0.0,0,0,0,0.75,0.75,0.0
22,0,0.8380952380952381,0.8380952380952381,0.0,0.5428571428571428,0.6857142857142857,0.16666666666666666,0.8380952380952381,0.8380952380952381,0.0,0,0,0,0.7619047619047619,0.7619047619047619,0.0
