trial,test,frontEndOnly_rew,frontEndOnly_potent,frontEndOnly_percDead,distrOnly_rew,distrOnly_potent,distrOnly_percDead,twoStep_rew,twoStep_potent,twoStep_percDead,dist_hybrid_rew,dist_hybrid_rew,dist_hybrid_rew,full_hybrid_rew,full_hybrid_rew,full_hybrid_rew
20,0,0.41228070175438597,0.6929824561403509,0.3333333333333333,0.6403508771929824,0.6929824561403509,0.16666666666666666,0.7456140350877193,0.7456140350877193,0.0,0.47368421052631576,0.6929824561403509,0.6666666666666666,0.543859649122807,0.6754385964912281,0.6666666666666666
21,0,0.5783132530120482,0.8433734939759037,0.5,0.6867469879518072,0.7349397590361446,0.3333333333333333,1.0,1.0,0.16666666666666666,0.6385542168674698,0.7108433734939759,0.3333333333333333,0.963855421686747,0.963855421686747,0.16666666666666666
22,0,0.42727272727272725,0.8,0.6666666666666666,0.2909090909090909,0.509090909090909,0.5,0.14545454545454545,0.8,0.8333333333333334,0.5909090909090909,0.5909090909090909,0.3333333333333333,0.5909090909090909,0.5909090909090909,0.0
23,0,0.5581395348837209,0.9883720930232558,0.3333333333333333,0.7093023255813954,0.872093023255814,0.5,1.0,1.0,0.0,0.6046511627906976,0.6511627906976745,0.5,0.7209302325581395,0.9186046511627907,0.5
24,0,0.8383838383838383,0.8383838383838383,0.0,0.32323232323232326,0.5757575757575758,0.5,0.42424242424242425,0.6868686868686869,0.6666666666666666,0.6161616161616161,0.6161616161616161,0.0,0.7676767676767676,0.7878787878787878,0.3333333333333333
25,0,0.3883495145631068,0.8058252427184466,0.6666666666666666,0.5533980582524272,0.5825242718446602,0.3333333333333333,0.0,0.7281553398058253,1.0,0.6504854368932039,0.6990291262135923,0.3333333333333333,0.4174757281553398,0.4368932038834951,0.5
26,0,0.8051948051948052,0.961038961038961,0.3333333333333333,0.8571428571428571,0.974025974025974,0.3333333333333333,0.8311688311688312,1.0,0.3333333333333333,0.6233766233766234,0.7792207792207793,0.5,0.7012987012987013,0.974025974025974,0.3333333333333333
27,0,0.4766355140186916,0.8691588785046729,0.6666666666666666,0.5700934579439252,0.6355140186915887,0.3333333333333333,0.5794392523364486,0.7663551401869159,0.5,0.5327102803738317,0.5327102803738317,0.3333333333333333,0.4766355140186916,0.5981308411214953,0.5
28,0,0.3627450980392157,0.4117647058823529,0.5,0.6176470588235294,0.6372549019607843,0.3333333333333333,0.29411764705882354,0.8627450980392157,0.6666666666666666,0.6372549019607843,0.7058823529411765,0.3333333333333333,0.6372549019607843,0.6372549019607843,0.16666666666666666
29,0,0.7266666666666667,0.8466666666666667,0.5,0.4866666666666667,0.7266666666666667,0.5,0.62,0.9666666666666667,0.5,0.8266666666666667,0.8266666666666667,0.0,0.56,0.8466666666666667,0.6666666666666666
