trial,test,frontEndOnly_rew,frontEndOnly_potent,frontEndOnly_percDead,distrOnly_rew,distrOnly_potent,distrOnly_percDead,twoStep_rew,twoStep_potent,twoStep_percDead,dist_hybrid_rew,dist_hybrid_rew,dist_hybrid_rew,full_hybrid_rew,full_hybrid_rew,full_hybrid_rew
0,0,0.020202020202020204,0.36363636363636365,0.6666666666666666,0.5757575757575758,0.5858585858585859,0.5,0.25252525252525254,0.37373737373737376,0.8333333333333334,0.36363636363636365,0.36363636363636365,0.3333333333333333,0.37373737373737376,0.3939393939393939,0.5
1,0,0.3076923076923077,0.7596153846153846,0.8333333333333334,0.6153846153846154,0.7019230769230769,0.3333333333333333,0.4423076923076923,0.7596153846153846,0.5,0.0,0.6153846153846154,1.0,0.8846153846153846,0.8846153846153846,0.0
2,0,0.7142857142857143,0.7142857142857143,0.3333333333333333,0.0,0.8,1.0,1.0,1.0,0.16666666666666666,0.45714285714285713,0.5238095238095238,0.3333333333333333,0.41904761904761906,0.819047619047619,0.5
3,0,0.1111111111111111,0.23232323232323232,0.8333333333333334,0.6060606060606061,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.41414141414141414,0.47474747474747475,0.5,0.6767676767676768,0.6767676767676768,0.3333333333333333
4,0,0.4107142857142857,0.5089285714285714,0.5,0.6964285714285714,0.6964285714285714,0.3333333333333333,0.7857142857142857,0.9732142857142857,0.5,0.5267857142857143,0.8303571428571429,0.6666666666666666,0.4017857142857143,0.7053571428571429,0.6666666666666666
5,0,0.32432432432432434,0.9459459459459459,0.6666666666666666,0.5315315315315315,0.5315315315315315,0.16666666666666666,0.3333333333333333,0.6756756756756757,0.6666666666666666,0.6216216216216216,0.6216216216216216,0.5,0.4144144144144144,0.8108108108108109,0.6666666666666666
6,0,0.16494845360824742,0.5154639175257731,0.8333333333333334,0.4639175257731959,0.6597938144329897,0.5,0.5154639175257731,0.9381443298969072,0.5,0.4329896907216495,0.7010309278350515,0.6666666666666666,0.6288659793814433,0.8969072164948454,0.5
7,0,0.8191489361702128,1.0,0.3333333333333333,0.776595744680851,0.776595744680851,0.16666666666666666,0.574468085106383,0.8829787234042553,0.5,0.6702127659574468,0.7553191489361702,0.5,0.9148936170212766,0.9148936170212766,0.16666666666666666
8,0,0.0,0.4811320754716981,1.0,0.41509433962264153,0.5566037735849056,0.3333333333333333,0.37735849056603776,0.6792452830188679,0.6666666666666666,0.49056603773584906,0.49056603773584906,0.5,0.660377358490566,0.7075471698113207,0.3333333333333333
9,0,0.3394495412844037,0.7155963302752294,0.6666666666666666,0.22935779816513763,0.4036697247706422,0.5,0.5045871559633027,0.7339449541284404,0.6666666666666666,0.3761467889908257,0.6880733944954128,0.6666666666666666,0.3853211009174312,0.5504587155963303,0.6666666666666666
10,0,0.2621359223300971,0.6019417475728155,0.8333333333333334,0.21359223300970873,0.32038834951456313,0.6666666666666666,0.2912621359223301,0.6116504854368932,0.6666666666666666,0.3300970873786408,0.3300970873786408,0.6666666666666666,0.23300970873786409,0.3592233009708738,0.6666666666666666
11,0,0.42857142857142855,0.9327731092436975,0.5,0.2605042016806723,0.8403361344537815,0.8333333333333334,0.3865546218487395,0.9327731092436975,0.6666666666666666,0.7310924369747899,0.7310924369747899,0.16666666666666666,0.6302521008403361,0.8235294117647058,0.5
